2025-11-25T16:32:40.197Z [INFO] 🚀 Server running on port 5000 
2025-11-25T16:32:40.198Z [INFO] 📱 API endpoints available at http://localhost:5000/api 
2025-11-25T16:32:40.198Z [INFO] 🌍 Environment: development 
2025-11-25T16:48:05.955Z [INFO] SIGINT received, shutting down gracefully 
2026-01-18T14:24:16.813Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:16.817Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:17.125Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:20.801Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:22.475Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:22.477Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:24.187Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:24:24.210Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:00.386Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:00.389Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:17.625Z [INFO] POST /api/auth/login {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:18.304Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:18.331Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:18.562Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:20.827Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:22.398Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:22.401Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:24.353Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:24.366Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:26.848Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:28.383Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:25:28.393Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:35:52.249Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:35:52.252Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:35:52.254Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:36:02.288Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:36:08.552Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:36:10.892Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:36:10.906Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:36:13.095Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:37:11.439Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:37:11.446Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:37:15.532Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:37:19.437Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:37:19.464Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:46:57.637Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:46:57.641Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:46:57.644Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:48:11.387Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:48:11.389Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:48:11.396Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:48:14.988Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:52:30.581Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:52:30.593Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:52:30.613Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:52:34.456Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:10.213Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:10.224Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:10.240Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:13.767Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:16.097Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:22.091Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:24.190Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:24.201Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T14:57:26.383Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:24:54.757Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:24:54.775Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:24:54.806Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:25:50.339Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:25:50.348Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:25:50.365Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:28:14.648Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:28:14.667Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:28:14.705Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:36:14.839Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:36:14.841Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:36:14.843Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:37:55.125Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:37:55.132Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:37:55.136Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:39:48.803Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:39:48.806Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:39:48.839Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:41:55.497Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:41:55.506Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:41:55.531Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:44:43.926Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:44:45.441Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:44:45.456Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:44:47.137Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:48:05.836Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:48:05.865Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:48:05.927Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:52:11.998Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:52:12.013Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:52:12.040Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:51.248Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:52.786Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:52.812Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:55.003Z [INFO] GET /api/fields {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:56.116Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:57.495Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:57.499Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:53:58.840Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:54:29.570Z [INFO] GET /api/auth/profile {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:54:29.572Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.103","userAgent":"Android mobile client"}
2026-01-18T15:54:58.577Z [INFO] POST /api/auth/login {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:54:59.556Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:54:59.586Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:54:59.606Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:01.923Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:02.671Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:05.283Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:12.696Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:13.896Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:13.907Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:14.995Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:55:16.408Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:44.842Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:46.016Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:46.025Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:51.149Z [INFO] POST /api/auth/login {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:55.025Z [INFO] GET /api/admin/revenue/weekly {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:55.039Z [INFO] GET /api/admin/revenue/compare-month {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:57:55.042Z [INFO] GET /api/admin/revenue/yearly {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:58:00.307Z [INFO] GET /api/admin/bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:58:02.265Z [INFO] GET /api/admin/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:58:04.160Z [INFO] GET /api/admin/users {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T15:59:01.937Z [INFO] GET /api/admin/users {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:03:49.570Z [INFO] GET /api/admin/users {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:05:18.262Z [INFO] GET /api/admin/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:05:20.211Z [INFO] GET /api/admin/users {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:05:25.234Z [INFO] GET /api/admin/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:05:26.543Z [INFO] GET /api/admin/users {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:09:53.756Z [INFO] GET /api/admin/users {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:09:59.886Z [INFO] POST /api/auth/login {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:00.380Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:00.411Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:00.447Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:02.029Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:23.692Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:53.666Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:53.719Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:53.790Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:55.595Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:10:59.164Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:00.204Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:00.208Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:01.356Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:01.769Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:03.115Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:10.314Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:10.317Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:27.851Z [INFO] POST /api/auth/login {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:43.102Z [INFO] GET /api/admin/bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:44.783Z [INFO] GET /api/admin/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:11:59.247Z [INFO] PUT /api/admin/fields/2 {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:12:00.683Z [INFO] GET /api/admin/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:12:10.314Z [INFO] PUT /api/admin/fields/2 {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-18T16:12:12.356Z [INFO] GET /api/admin/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:03:14.816Z [INFO] POST /api/auth/login {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:03:16.194Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:03:16.234Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:03:16.296Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:05:36.578Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:18.716Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:26.472Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:26.476Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:26.484Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:34.571Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:35.371Z [INFO] GET /api/wallet/transactions {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:36.807Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:42.336Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:44.615Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:44.632Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:09:45.918Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:10:12.962Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:10:14.591Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:13:40.002Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:13:50.677Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:13:50.681Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:13:50.685Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:16:29.515Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:16:29.520Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:16:29.526Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:16:32.886Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:16:34.593Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:16:38.895Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:12.637Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:12.641Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:12.646Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:29.317Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:32.183Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:33.309Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:34.389Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:34.403Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:35.151Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:37.813Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:39.152Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:39.155Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:40.477Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:44.677Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:44.683Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:46.211Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:47.540Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:49.900Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:57.282Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:57.288Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:58.702Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:24:59.318Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:00.760Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:10.174Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:10.177Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:10.890Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:11.606Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:14.677Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:15.706Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:15.709Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:17.655Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:18.262Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:27.806Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:28.681Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:25:28.690Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:20.854Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:20.858Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:20.861Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:22.368Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:22.371Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:29.952Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:30.560Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:31.175Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:27:31.179Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:15.723Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:16.132Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:16.788Z [INFO] GET /api/auth/profile {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:16.801Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:21.964Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:22.888Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:28:24.218Z [INFO] GET /api/bookings/my-bookings {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:29:56.486Z [INFO] GET /api/wallet/balance {"ip":"192.168.0.101","userAgent":"Android mobile client"}
2026-01-19T13:37:50.907Z [INFO] GET /api/fields {"ip":"192.168.0.101","userAgent":"Android mobile client"}
